,Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
21781,38,4.9,2022-03-19,8.916666666666666,9.0,2,2,1,3,110,0
21782,35,4.9,2022-03-12,19.333333333333332,19.5,3,0,1,3,95,5
21783,24,4.8,2022-03-30,17.583333333333332,17.833333333333332,4,3,2,3,110,15
21784,26,4.8,2022-02-14,17.25,17.416666666666668,0,1,0,3,200,13
21785,30,4.7,2022-03-12,20.666666666666668,20.833333333333332,4,2,1,3,95,11
21786,21,4.9,2022-03-06,22.25,22.333333333333332,1,2,0,0,18,8
21787,24,5.0,2022-04-03,15.166666666666666,15.416666666666666,3,3,0,0,105,6
21788,30,4.3,2022-03-01,8.5,8.75,1,2,0,0,22,10
21789,24,4.7,2022-03-03,20.833333333333332,21.0,0,1,0,3,100,11
21790,37,4.4,2022-03-09,14.75,15.0,3,1,1,0,180,5
21791,29,4.7,2022-03-10,17.666666666666668,17.833333333333332,2,0,1,0,180,13
21792,33,4.7,2022-03-30,10.75,11.0,2,3,1,3,80,2
21793,38,3.5,2022-03-12,19.583333333333332,19.833333333333332,1,1,0,0,160,7
21794,24,4.9,2022-03-19,22.666666666666668,22.833333333333332,5,2,0,0,50,8
21795,27,4.5,2022-03-26,23.416666666666668,23.666666666666668,5,0,0,0,95,15
21796,26,4.9,2022-04-06,18.583333333333332,18.833333333333332,1,0,0,0,135,1
21797,24,4.6,2022-03-11,21.666666666666668,21.75,5,2,0,0,140,4
21798,33,4.5,2022-03-20,20.25,20.333333333333332,3,3,1,0,140,2
21799,26,4.6,2022-03-01,12.25,12.416666666666666,2,2,1,3,55,12
21800,34,4.1,2022-03-11,23.75,0.0,0,2,0,0,115,14
21801,25,4.5,2022-03-23,23.5,23.75,5,3,0,3,105,0
21802,32,3.9,2022-03-06,18.333333333333332,18.583333333333332,5,0,1,0,155,0
21803,36,4.6,2022-03-03,17.916666666666668,18.166666666666668,1,1,0,3,75,5
21804,32,4.7,2022-03-24,18.416666666666668,18.5,1,2,0,0,16,2
21805,28,4.8,2022-02-13,9.75,9.833333333333334,3,3,1,0,100,14
21806,38,4.6,2022-03-05,14.75,15.0,4,2,1,0,165,3
21807,38,4.7,2022-03-26,18.333333333333332,18.416666666666668,4,2,0,0,130,4
21808,27,4.8,2022-03-17,10.333333333333334,10.416666666666666,2,2,1,0,85,5
21809,36,4.9,2022-03-28,11.416666666666666,11.583333333333334,3,2,1,0,185,8
21810,30,4.7,2022-03-11,9.0,9.083333333333334,3,3,0,0,130,10
21811,31,4.5,2022-03-06,20.0,20.166666666666668,0,1,0,3,95,4
21812,35,4.0,2022-03-15,19.666666666666668,19.916666666666668,1,2,1,0,170,13
21813,29,4.9,2022-04-03,21.833333333333332,21.916666666666668,3,1,2,0,75,14
21814,29,4.8,2022-03-18,20.916666666666668,21.0,0,0,1,0,100,9
21815,39,4.9,2022-03-03,8.416666666666666,8.5,3,2,1,0,60,13
21816,35,4.6,2022-03-03,14.583333333333334,14.75,5,3,1,0,115,5
21817,26,4.5,2022-03-25,21.0,21.166666666666668,1,2,1,0,175,10
21818,23,4.4,2022-04-01,10.333333333333334,10.583333333333334,2,2,1,3,135,2
21819,21,4.8,2022-03-12,0.0,0.25,0,1,1,0,105,6
21820,34,4.6,2022-03-18,23.0,23.25,1,2,0,3,100,13
21821,38,4.5,2022-03-17,19.5,19.666666666666668,1,3,0,0,125,11
21822,34,4.8,2022-03-03,12.666666666666666,12.75,3,1,0,0,155,11
21823,34,4.0,2022-04-05,13.916666666666666,14.083333333333334,2,1,2,0,155,12
21825,25,4.9,2022-03-03,17.75,17.833333333333332,3,0,0,0,85,1
21827,36,4.5,2022-03-27,23.833333333333332,0.08333333333333333,0,1,0,0,185,8
21829,25,4.8,2022-03-24,21.916666666666668,22.166666666666668,2,3,2,0,60,4
21830,32,4.9,2022-04-06,21.75,21.916666666666668,4,2,0,0,150,10
21831,33,3.9,2022-03-04,21.5,21.583333333333332,2,3,0,0,44,9
21832,30,4.8,2022-02-13,22.916666666666668,23.083333333333332,3,3,0,0,100,12
21833,27,4.5,2022-03-31,21.833333333333332,21.916666666666668,0,2,1,3,90,8
21834,32,4.7,2022-03-26,16.333333333333332,16.583333333333332,5,1,0,0,95,8
21835,21,4.3,2022-03-31,18.0,18.083333333333332,5,2,0,0,160,0
21836,27,4.7,2022-03-20,21.166666666666668,21.25,0,3,1,0,60,7
21837,23,4.4,2022-03-28,20.25,20.333333333333332,5,2,0,3,180,12
21838,31,4.1,2022-03-29,21.25,21.5,3,1,0,0,185,4
21839,28,4.7,2022-03-16,21.916666666666668,22.083333333333332,1,2,0,0,145,15
21840,23,5.0,2022-03-12,17.666666666666668,17.75,4,1,1,3,140,12
21841,28,4.8,2022-03-23,18.5,18.75,0,1,1,0,90,10
21842,39,4.6,2022-03-15,17.333333333333332,17.583333333333332,1,2,1,3,130,13
21843,20,4.7,2022-03-16,21.5,21.583333333333332,5,2,0,0,125,14
21844,24,4.9,2022-03-30,10.583333333333334,10.833333333333334,1,1,0,0,90,7
21845,20,4.9,2022-03-09,10.416666666666666,10.583333333333334,1,1,0,0,70,6
21846,24,4.1,2022-03-09,8.75,9.0,5,0,0,0,130,5
21847,33,4.2,2022-02-14,19.166666666666668,19.416666666666668,1,2,1,0,170,10
21848,34,4.3,2022-03-08,23.416666666666668,23.666666666666668,2,1,0,0,190,9
21849,39,4.9,2022-03-12,18.583333333333332,18.833333333333332,1,1,0,0,105,8
21850,22,5.0,2022-03-14,19.666666666666668,19.916666666666668,2,2,0,0,105,3
21851,24,5.0,2022-03-06,21.666666666666668,21.916666666666668,3,2,0,0,85,12
21852,33,4.2,2022-02-12,17.416666666666668,17.583333333333332,0,1,0,0,180,15
21854,32,4.5,2022-04-06,18.833333333333332,19.0,1,3,0,0,215,11
21855,28,4.7,2022-04-06,17.5,17.583333333333332,5,3,1,0,190,3
21856,22,4.9,2022-04-02,21.666666666666668,21.916666666666668,2,2,1,0,180,6
21857,35,5.0,2022-03-12,19.333333333333332,19.583333333333332,0,2,1,0,200,13
21858,32,4.2,2022-03-20,20.166666666666668,20.333333333333332,5,3,0,0,210,14
21859,20,4.6,2022-03-31,21.0,21.166666666666668,3,2,0,3,100,4
21860,30,5.0,2022-03-13,20.5,20.666666666666668,1,1,0,0,235,0
21861,23,4.8,2022-03-24,11.5,11.583333333333334,5,2,1,0,85,4
21862,32,4.8,2022-02-11,17.5,17.583333333333332,1,1,1,0,140,6
21863,22,4.7,2022-03-19,10.166666666666666,10.333333333333334,3,3,1,0,105,9
21864,33,4.3,2022-03-10,21.833333333333332,22.083333333333332,0,1,0,0,255,12
21865,39,5.0,2022-03-15,15.416666666666666,15.666666666666666,1,3,1,0,75,8
21866,38,4.6,2022-04-03,11.833333333333334,12.0,1,3,0,0,160,15
21867,37,4.1,2022-03-04,20.416666666666668,20.583333333333332,1,1,0,0,245,2
21868,31,4.0,2022-03-03,19.166666666666668,19.333333333333332,5,1,0,3,33,9
21870,25,4.6,2022-02-15,22.0,22.166666666666668,2,2,0,3,105,0
21871,29,4.4,2022-03-07,13.25,13.333333333333334,2,2,2,0,155,13
21872,38,4.0,2022-03-21,11.333333333333334,11.416666666666666,2,1,0,0,155,9
21873,32,4.9,2022-03-01,23.166666666666668,23.416666666666668,0,2,0,0,95,3
21875,29,4.4,2022-02-14,20.583333333333332,20.666666666666668,3,1,1,3,185,6
21876,35,5.0,2022-03-03,21.833333333333332,22.083333333333332,2,2,0,3,75,0
21877,29,4.5,2022-03-16,22.916666666666668,23.166666666666668,3,2,1,0,70,1
21878,32,4.4,2022-03-31,19.916666666666668,20.083333333333332,4,1,1,3,270,1
21879,24,4.6,2022-03-10,22.75,23.0,4,3,1,3,90,2
21880,25,4.6,2022-04-03,10.416666666666666,10.5,5,2,0,0,60,0
21881,20,4.7,2022-03-15,15.5,15.75,2,1,0,0,140,14
21882,23,4.9,2022-03-02,23.583333333333332,23.833333333333332,2,2,0,0,140,4
21884,20,4.9,2022-03-25,20.5,20.75,0,2,1,0,200,5
21885,30,4.5,2022-03-31,17.833333333333332,18.0,3,0,0,0,230,7
21886,34,4.7,2022-04-05,12.75,12.916666666666666,4,3,1,3,140,6
21887,33,4.7,2022-02-12,20.916666666666668,21.0,5,3,0,3,155,5
21888,38,4.9,2022-03-07,10.416666666666666,10.583333333333334,2,1,0,0,130,14
21889,26,4.6,2022-03-12,19.416666666666668,19.666666666666668,1,2,1,3,27,2
21890,36,4.6,2022-03-17,14.75,14.916666666666666,1,2,0,0,135,13
21891,37,5.0,2022-03-14,19.5,19.583333333333332,0,2,2,0,125,3
21892,31,4.3,2022-03-06,20.916666666666668,21.0,5,3,1,0,32,5
21893,22,4.0,2022-04-03,23.333333333333332,23.583333333333332,5,1,0,0,120,14
21894,39,4.8,2022-03-18,18.583333333333332,18.75,0,2,1,0,245,6
21896,24,4.3,2022-03-13,10.0,10.166666666666666,5,2,1,0,115,13
21897,31,4.7,2022-03-19,23.5,23.75,2,0,0,0,145,3
21898,29,4.9,2022-03-15,21.833333333333332,21.916666666666668,3,3,0,3,18,5
21899,34,5.0,2022-03-16,23.166666666666668,23.333333333333332,2,1,1,3,210,7
21900,36,5.0,2022-02-14,18.5,18.75,0,0,1,0,220,15
21901,23,4.6,2022-03-05,13.25,13.416666666666666,2,2,0,0,115,12
21902,38,4.4,2022-03-07,19.166666666666668,19.25,0,2,0,3,170,0
21903,22,4.6,2022-03-03,23.666666666666668,23.75,0,3,0,0,55,11
21904,27,4.8,2022-03-17,11.0,11.25,0,2,0,3,65,3
21905,32,4.7,2022-03-01,20.833333333333332,21.083333333333332,5,3,1,0,140,0
21907,21,4.0,2022-03-08,22.0,22.083333333333332,5,1,1,0,155,1
21908,35,5.0,2022-04-06,22.916666666666668,23.083333333333332,2,1,0,0,100,9
21909,35,4.8,2022-04-06,23.5,23.75,3,2,0,0,220,1
21910,35,4.8,2022-04-02,22.833333333333332,23.083333333333332,4,3,0,0,75,1
21911,29,4.5,2022-03-04,17.333333333333332,17.583333333333332,5,1,0,0,135,1
21912,27,4.6,2022-04-03,10.166666666666666,10.416666666666666,4,0,1,0,70,10
21913,30,4.7,2022-03-05,9.666666666666666,9.833333333333334,4,0,0,0,120,2
21914,25,4.8,2022-04-06,22.0,22.083333333333332,3,3,1,3,160,15
21915,29,4.7,2022-04-02,18.333333333333332,18.416666666666668,4,3,0,0,75,5
21916,23,4.8,2022-03-17,11.916666666666666,12.083333333333334,0,2,1,3,110,10
21917,21,4.9,2022-03-10,20.416666666666668,20.5,1,3,0,0,200,3
21918,31,4.9,2022-03-29,22.0,22.083333333333332,1,3,0,3,130,12
21919,36,4.9,2022-03-09,9.166666666666666,9.25,0,1,1,0,130,10
21920,29,4.8,2022-03-26,11.416666666666666,11.583333333333334,5,3,0,0,140,7
21921,28,4.9,2022-03-12,23.833333333333332,0.08333333333333333,3,1,0,3,75,4
21922,35,4.5,2022-03-10,22.333333333333332,22.5,1,2,0,0,105,7
21923,37,4.9,2022-04-05,9.833333333333334,10.0,1,3,1,0,60,11
21924,22,4.9,2022-04-04,19.75,19.916666666666668,1,3,1,3,110,14
21925,38,4.5,2022-03-02,18.0,18.25,0,1,0,0,110,5
21926,37,4.7,2022-04-04,19.833333333333332,20.0,3,2,0,0,145,0
21927,20,4.7,2022-02-18,19.916666666666668,20.166666666666668,2,1,1,0,60,12
21928,37,4.7,2022-03-21,10.25,10.416666666666666,1,3,0,0,125,10
21929,39,4.7,2022-02-17,20.0,20.083333333333332,3,3,0,0,135,1
21930,39,4.0,2022-03-09,20.833333333333332,21.083333333333332,4,2,0,0,205,11
21931,20,5.0,2022-03-21,21.666666666666668,21.833333333333332,2,2,0,0,135,10
21932,39,4.9,2022-02-13,23.916666666666668,0.16666666666666666,2,3,1,3,110,15
21933,27,4.1,2022-03-19,21.166666666666668,21.333333333333332,4,1,1,0,195,12
21934,27,5.0,2022-03-09,17.416666666666668,17.5,5,2,1,0,65,1
21935,35,4.7,2022-02-16,22.916666666666668,23.166666666666668,5,0,0,0,115,4
21936,24,4.2,2022-03-24,20.333333333333332,20.583333333333332,2,3,0,0,240,5
21937,21,4.1,2022-03-12,18.166666666666668,18.25,3,0,1,0,37,5
21938,32,4.8,2022-03-30,17.5,17.583333333333332,3,3,0,3,140,10
21939,36,4.9,2022-02-11,21.333333333333332,21.5,2,0,0,0,190,4
21941,25,4.8,2022-03-06,22.0,22.166666666666668,5,0,1,0,110,1
21942,38,4.8,2022-03-16,22.583333333333332,22.75,5,1,0,3,120,8
21943,29,4.7,2022-04-03,9.0,9.083333333333334,4,2,0,0,80,11
21944,26,4.6,2022-03-08,19.666666666666668,19.833333333333332,5,1,0,0,105,14
21945,36,4.4,2022-03-29,17.666666666666668,17.916666666666668,0,2,0,0,210,0
21946,30,4.6,2022-03-12,22.0,22.083333333333332,1,0,0,0,240,2
21947,22,4.5,2022-04-03,19.416666666666668,19.5,0,1,0,2,70,4
21948,26,5.0,2022-03-11,11.333333333333334,11.416666666666666,3,3,0,0,65,8
21949,27,4.8,2022-03-19,8.333333333333334,8.583333333333334,2,1,0,3,105,1
21950,22,4.6,2022-03-09,10.416666666666666,10.583333333333334,4,2,1,3,85,1
21951,39,5.0,2022-03-16,17.666666666666668,17.75,2,1,0,0,170,7
21952,33,4.6,2022-03-24,14.25,14.333333333333334,2,1,2,0,170,7
21953,31,4.6,2022-04-02,18.666666666666668,18.75,2,0,0,0,150,15
21954,21,5.0,2022-03-05,17.5,17.583333333333332,2,3,0,0,140,0
21955,37,4.8,2022-02-11,14.333333333333334,14.583333333333334,1,1,0,0,95,2
21956,22,4.6,2022-03-21,10.25,10.333333333333334,3,1,0,0,95,6
21957,21,4.6,2022-03-10,19.833333333333332,20.083333333333332,4,2,0,0,215,13
21958,27,4.7,2022-03-03,20.25,20.5,0,1,0,3,145,10
21959,23,4.6,2022-03-09,16.333333333333332,16.583333333333332,4,2,2,0,60,1
21960,34,4.6,2022-03-31,23.666666666666668,23.833333333333332,4,1,1,3,135,5
21961,25,4.2,2022-03-13,20.583333333333332,20.666666666666668,3,3,0,0,155,6
21962,35,4.3,2022-03-25,21.75,21.916666666666668,0,0,0,0,245,9
21964,35,4.8,2022-03-27,18.916666666666668,19.083333333333332,2,1,0,0,200,15
21965,26,4.8,2022-03-25,23.916666666666668,0.08333333333333333,1,3,1,0,90,13
21966,22,2.8,2022-03-25,22.166666666666668,22.416666666666668,0,2,0,0,37,2
21967,29,4.8,2022-03-05,21.75,21.916666666666668,2,1,0,0,145,6
21968,37,4.6,2022-03-01,23.333333333333332,23.5,4,2,0,3,125,12
21969,20,4.6,2022-03-26,16.916666666666668,17.083333333333332,4,0,2,0,145,9
21970,33,4.8,2022-03-23,22.333333333333332,22.416666666666668,0,1,0,0,125,1
21971,32,4.6,2022-03-17,11.666666666666666,11.916666666666666,1,2,1,0,150,3
21972,30,4.4,2022-03-11,21.833333333333332,22.083333333333332,2,2,1,0,155,4
21973,37,4.7,2022-03-18,18.25,18.416666666666668,0,0,0,0,75,12
21974,29,4.9,2022-02-15,21.75,21.833333333333332,3,0,2,0,65,7
21975,21,4.7,2022-02-14,21.416666666666668,21.666666666666668,4,2,0,0,220,11
21976,36,3.6,2022-04-02,17.916666666666668,18.166666666666668,5,0,0,0,195,2
21978,37,4.9,2022-03-30,8.75,8.833333333333334,1,3,0,3,23,9
21979,34,4.7,2022-02-17,11.833333333333334,12.0,0,2,2,0,155,6
21981,33,4.9,2022-04-01,19.416666666666668,19.583333333333332,0,2,0,3,125,0
21982,36,5.0,2022-03-10,18.25,18.5,4,3,1,0,155,6
21983,36,4.5,2022-03-28,21.25,21.333333333333332,5,3,2,0,110,10
21984,35,4.8,2022-03-13,9.333333333333334,9.416666666666666,2,1,0,0,145,14
21985,27,4.9,2022-03-07,17.583333333333332,17.666666666666668,2,1,0,0,115,7
21986,29,4.2,2022-02-15,10.666666666666666,10.916666666666666,0,3,0,0,145,1
21987,27,4.9,2022-02-15,18.166666666666668,18.333333333333332,2,2,0,0,14,9
21988,21,4.8,2022-02-18,21.166666666666668,21.416666666666668,2,0,1,0,125,10
21989,31,4.7,2022-03-16,21.333333333333332,21.416666666666668,1,1,0,0,150,2
21990,34,4.6,2022-04-05,19.583333333333332,19.666666666666668,0,1,0,0,34,4
21991,20,4.5,2022-03-09,21.0,21.25,0,0,0,0,145,0
21992,35,4.7,2022-03-11,14.666666666666666,14.833333333333334,3,3,2,0,25,4
21993,30,4.9,2022-03-31,18.666666666666668,18.916666666666668,4,3,0,0,110,4
21994,29,4.7,2022-03-14,19.583333333333332,19.833333333333332,0,1,2,0,180,14
21995,24,5.0,2022-03-25,21.0,21.166666666666668,5,3,0,3,55,10
21996,25,4.9,2022-03-21,23.0,23.25,0,1,0,0,95,11
21997,30,4.7,2022-03-27,21.916666666666668,22.0,5,1,0,3,125,2
21998,22,4.8,2022-04-04,18.166666666666668,18.333333333333332,5,2,2,0,130,8
21999,36,4.7,2022-03-07,9.0,9.166666666666666,4,1,1,0,29,14
22001,32,4.6,2022-02-13,9.75,10.0,0,3,0,0,29,6
22002,26,4.8,2022-02-15,23.666666666666668,23.916666666666668,0,1,0,0,75,8
22003,37,4.5,2022-03-11,18.5,18.583333333333332,0,0,2,0,75,5
22004,34,4.8,2022-03-03,18.916666666666668,19.083333333333332,3,1,1,0,90,12
22005,38,4.3,2022-03-06,23.666666666666668,23.916666666666668,5,2,1,0,220,12
22006,22,4.7,2022-03-31,22.916666666666668,23.166666666666668,3,1,0,0,20,2
22007,34,3.9,2022-03-06,18.166666666666668,18.25,0,1,0,0,155,6
22008,34,4.7,2022-03-03,22.916666666666668,23.083333333333332,0,2,2,0,110,2
22009,32,4.1,2022-03-11,12.25,12.416666666666666,5,1,0,0,170,15
22010,22,4.7,2022-03-29,17.25,17.5,2,2,0,3,140,14
22011,26,4.3,2022-03-21,10.416666666666666,10.583333333333334,1,1,1,0,145,3
22012,35,4.9,2022-03-07,22.333333333333332,22.5,5,2,2,0,75,11
22013,21,5.0,2022-02-15,9.416666666666666,9.583333333333334,5,3,0,0,120,14
22014,23,5.0,2022-03-29,20.0,20.166666666666668,4,2,1,0,215,12
22015,38,4.6,2022-04-04,23.833333333333332,23.916666666666668,4,0,0,0,120,1
22016,26,3.9,2022-03-28,21.916666666666668,22.0,2,1,0,0,40,8
22017,22,4.8,2022-03-10,17.416666666666668,17.5,3,2,0,0,145,14
22018,28,4.8,2022-04-04,18.5,18.75,5,0,0,3,165,12
22019,34,4.0,2022-03-15,20.5,20.583333333333332,0,0,0,0,160,7
22020,34,4.7,2022-03-02,20.833333333333332,21.083333333333332,1,1,2,0,75,4
22021,21,4.9,2022-03-29,19.0,19.25,5,2,0,3,34,0
22022,29,4.5,2022-03-31,22.583333333333332,22.666666666666668,0,1,0,0,24,4
22023,21,4.6,2022-04-04,23.583333333333332,23.833333333333332,1,3,0,0,70,9
22024,30,4.7,2022-03-28,10.5,10.583333333333334,2,1,0,0,95,10
22025,35,4.6,2022-03-16,20.25,20.5,1,2,0,3,165,1
22026,21,4.7,2022-03-15,11.166666666666666,11.25,4,1,1,0,60,14
22027,34,4.2,2022-03-27,18.5,18.583333333333332,2,1,0,0,155,12
22028,21,4.8,2022-03-06,19.75,19.916666666666668,5,1,0,0,16,7
22029,24,4.7,2022-03-20,23.25,23.416666666666668,4,1,1,1,95,8
22030,32,4.7,2022-02-11,12.416666666666666,12.666666666666666,2,1,0,0,140,5
22031,24,4.9,2022-02-15,21.583333333333332,21.75,0,1,0,0,145,14
22032,20,4.9,2022-03-25,20.916666666666668,21.083333333333332,2,1,1,0,130,1
22033,31,4.6,2022-03-03,11.916666666666666,12.083333333333334,2,2,0,0,36,7
22034,38,4.8,2022-03-11,10.166666666666666,10.416666666666666,1,2,0,0,90,1
22035,27,5.0,2022-03-18,20.333333333333332,20.583333333333332,1,2,1,0,75,1
22036,33,4.9,2022-03-11,15.666666666666666,15.833333333333334,0,1,0,0,135,8
22037,34,4.6,2022-03-13,21.916666666666668,22.166666666666668,0,1,0,0,150,4
22038,32,4.1,2022-03-14,20.416666666666668,20.5,2,1,0,0,250,14
22039,21,4.7,2022-04-06,17.416666666666668,17.5,5,3,1,0,75,5
22040,26,4.8,2022-03-05,9.583333333333334,9.75,1,1,0,0,95,5
22041,33,4.9,2022-03-16,23.833333333333332,0.0,2,2,0,3,195,5
22042,28,4.8,2022-03-12,22.75,22.916666666666668,5,3,2,0,120,4
22043,34,4.8,2022-03-01,17.5,17.666666666666668,3,1,0,3,155,9
22044,28,4.8,2022-03-07,8.5,8.583333333333334,1,1,0,3,95,3
22046,34,5.0,2022-03-30,19.25,19.416666666666668,5,0,0,1,185,14
22047,37,4.9,2022-03-25,17.333333333333332,17.5,0,2,0,0,205,8
22048,24,4.9,2022-04-04,19.583333333333332,19.75,3,1,1,3,90,5
22049,28,4.9,2022-03-01,18.166666666666668,18.416666666666668,0,1,0,0,145,1
22050,25,4.6,2022-03-14,23.916666666666668,0.08333333333333333,4,2,0,0,120,1
22051,37,4.6,2022-03-11,20.333333333333332,20.416666666666668,0,3,0,0,170,6
22052,32,4.9,2022-03-03,22.666666666666668,22.916666666666668,5,3,1,0,125,10
22053,20,4.8,2022-03-13,18.833333333333332,18.916666666666668,0,3,1,0,90,9
22054,39,4.6,2022-02-14,22.583333333333332,22.833333333333332,0,2,1,3,75,11
22055,23,4.9,2022-03-19,16.916666666666668,17.166666666666668,4,1,1,0,110,3
22056,27,4.7,2022-03-19,11.333333333333334,11.416666666666666,1,0,0,1,150,2
22057,39,4.9,2022-03-30,17.25,17.333333333333332,4,1,0,0,135,9
22058,26,4.5,2022-03-28,11.583333333333334,11.666666666666666,4,3,0,0,85,5
22059,37,5.0,2022-03-28,19.666666666666668,19.833333333333332,1,2,0,0,245,6
22060,25,4.5,2022-03-24,9.166666666666666,9.416666666666666,1,2,1,1,80,2
22061,27,5.0,2022-03-04,17.75,18.0,1,3,1,3,175,14
22062,30,4.7,2022-03-19,13.583333333333334,13.833333333333334,5,1,0,0,150,14
22063,22,4.1,2022-03-08,19.416666666666668,19.5,0,2,1,3,160,4
22064,29,5.0,2022-03-19,18.166666666666668,18.25,2,2,0,0,50,4
22065,26,4.5,2022-04-03,21.583333333333332,21.666666666666668,2,2,1,0,80,2
22066,23,4.9,2022-03-17,13.833333333333334,14.083333333333334,1,1,1,0,130,7
22067,21,4.9,2022-02-11,10.75,10.833333333333334,3,3,0,0,120,15
22068,21,4.8,2022-04-06,22.25,22.416666666666668,1,2,1,0,75,10
22069,21,4.8,2022-02-18,19.583333333333332,19.833333333333332,4,3,0,3,185,4
22070,32,4.5,2022-03-06,18.25,18.416666666666668,3,1,2,3,125,1
22071,26,5.0,2022-03-15,18.5,18.666666666666668,5,3,2,0,90,14
22072,25,4.9,2022-03-06,19.583333333333332,19.666666666666668,5,3,2,0,110,4
22073,29,4.7,2022-04-04,20.166666666666668,20.333333333333332,1,2,1,0,210,11
22074,33,4.6,2022-03-03,16.333333333333332,16.5,5,2,0,0,85,8
22075,39,4.7,2022-04-02,20.416666666666668,20.666666666666668,3,3,0,0,245,6
22076,27,4.7,2022-04-02,18.583333333333332,18.833333333333332,3,2,2,0,125,4
22077,20,4.7,2022-03-07,16.333333333333332,16.583333333333332,1,3,2,0,125,10
22078,32,4.3,2022-03-14,20.916666666666668,21.166666666666668,1,1,2,0,165,4
22080,32,4.7,2022-03-03,8.833333333333334,8.916666666666666,0,1,1,0,130,1
22081,29,4.3,2022-03-09,10.25,10.416666666666666,5,1,1,0,110,13
22082,25,4.8,2022-03-08,20.0,20.083333333333332,5,2,1,0,215,15
22083,20,4.7,2022-03-13,8.25,8.5,0,3,0,0,60,13
22084,34,3.8,2022-03-06,18.25,18.416666666666668,3,1,0,0,175,6
22085,34,4.7,2022-03-23,23.25,23.333333333333332,1,1,1,0,95,14
22086,23,4.9,2022-03-07,20.25,20.416666666666668,0,2,0,0,95,12
22087,30,4.6,2022-03-18,18.166666666666668,18.416666666666668,2,1,1,0,37,3
22088,35,4.7,2022-02-12,18.833333333333332,18.916666666666668,0,2,1,0,145,12
22089,30,4.8,2022-04-02,17.166666666666668,17.25,5,1,0,1,100,10
22090,32,4.7,2022-04-01,22.583333333333332,22.666666666666668,1,0,0,3,120,15
22091,37,3.9,2022-03-02,0.0,0.08333333333333333,4,1,0,0,160,13
22092,24,4.8,2022-04-06,18.333333333333332,18.416666666666668,1,2,1,3,140,9
22093,37,3.5,2022-03-14,23.75,23.833333333333332,0,1,0,0,180,14
22094,20,4.6,2022-03-27,18.0,18.166666666666668,0,3,0,1,130,12
22095,29,4.5,2022-03-10,20.666666666666668,20.75,0,1,0,0,45,2
22096,33,4.2,2022-03-23,17.583333333333332,17.666666666666668,2,1,0,0,155,5
22097,38,3.6,2022-03-12,19.75,19.833333333333332,1,1,1,0,165,11
22098,33,4.2,2022-03-18,21.5,21.666666666666668,3,1,1,0,175,4
22099,29,4.6,2022-03-19,17.666666666666668,17.833333333333332,5,1,1,0,85,8
22100,20,4.9,2022-03-23,23.416666666666668,23.5,1,2,0,0,75,4
22101,29,4.6,2022-03-13,10.666666666666666,10.916666666666666,2,2,0,0,65,1
22102,28,4.6,2022-03-25,18.666666666666668,18.833333333333332,2,3,1,3,29,15
22103,33,4.8,2022-03-09,20.583333333333332,20.833333333333332,4,2,0,0,150,11
22104,32,4.6,2022-04-01,10.5,10.75,2,2,1,0,115,7
22105,35,4.7,2022-03-17,9.166666666666666,9.416666666666666,4,3,0,0,140,4
22106,28,4.7,2022-03-11,15.916666666666666,16.083333333333332,1,2,1,0,115,13
22108,21,4.7,2022-03-26,18.0,18.25,0,0,0,0,50,1
22109,34,4.4,2022-03-10,20.916666666666668,21.083333333333332,1,1,0,0,220,5
22110,31,4.5,2022-03-20,20.416666666666668,20.5,0,3,0,0,220,4
22111,29,4.1,2022-03-02,18.916666666666668,19.166666666666668,1,2,0,0,175,5
22112,32,5.0,2022-03-29,19.75,19.833333333333332,3,3,0,0,205,3
22113,30,4.6,2022-03-23,18.0,18.083333333333332,4,3,1,0,110,3
22114,26,4.5,2022-03-19,22.416666666666668,22.5,0,0,0,3,70,8
22115,31,4.7,2022-03-10,18.166666666666668,18.416666666666668,5,2,0,0,150,2
22117,32,4.5,2022-03-23,21.333333333333332,21.583333333333332,2,2,0,0,205,6
22118,39,4.7,2022-02-15,18.25,18.416666666666668,2,1,1,0,145,8
22119,20,4.9,2022-03-21,16.583333333333332,16.833333333333332,1,1,0,3,29,15
22120,22,4.8,2022-03-19,10.75,10.916666666666666,3,1,0,0,50,3
22121,33,4.7,2022-02-18,23.5,23.75,4,2,1,0,140,8
22123,36,4.2,2022-03-28,8.5,8.666666666666666,3,2,1,3,150,9
22124,22,5.0,2022-03-26,15.0,15.083333333333334,1,3,1,0,115,7
22125,22,4.8,2022-03-20,18.75,19.0,0,3,0,0,130,8
22126,38,4.7,2022-03-31,17.916666666666668,18.166666666666668,5,3,2,0,175,4
22128,22,4.5,2022-03-27,23.75,0.0,0,2,0,0,115,6
22129,23,4.5,2022-03-17,18.416666666666668,18.666666666666668,0,1,0,0,23,3
22130,32,4.6,2022-03-03,14.0,14.25,3,2,0,0,175,4
22131,26,4.9,2022-03-26,10.75,10.916666666666666,3,1,1,1,50,11
22132,34,4.7,2022-03-11,14.833333333333334,15.0,3,2,1,0,100,4
22133,26,4.3,2022-04-01,19.583333333333332,19.833333333333332,5,1,1,0,155,7
22134,36,4.1,2022-02-18,18.666666666666668,18.833333333333332,5,2,1,0,195,5
22135,33,4.5,2022-02-11,17.5,17.75,3,3,1,0,145,3
