,Agent_Age,Agent_Rating,Order_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,wait_time,order_hour,pickup_hour,day_of_week,is_weekend
20516,22,4.8,23.416666666666668,1,2,0,0,95,15,-27463680.0,0,0,0,0
20517,38,4.6,19.666666666666668,1,3,0,0,140,7,-27453600.0,0,0,0,0
20518,39,4.9,23.5,0,1,0,0,95,4,-27457920.0,0,0,3,0
20519,29,4.5,9.333333333333334,2,3,1,0,100,11,-27476640.0,0,0,2,0
20520,26,4.5,20.166666666666668,1,1,1,0,60,9,-27434880.0,0,0,1,0
20521,37,4.4,18.25,3,2,2,0,160,11,-27472320.0,0,0,6,1
20522,25,4.9,22.666666666666668,4,2,0,0,75,2,-27452160.0,0,0,6,1
20523,39,4.7,23.166666666666668,4,2,1,3,105,1,-27472320.0,0,0,6,1
20524,32,4.1,20.833333333333332,4,0,0,0,200,10,-27410400.0,0,0,5,1
20525,36,4.5,11.0,5,3,1,0,105,10,-27479520.0,0,0,4,0
20526,31,4.9,19.0,3,2,1,0,170,10,-27413280.0,0,0,0,0
20527,28,4.6,20.416666666666668,5,3,0,0,195,15,-27480960.0,0,0,5,1
20529,31,4.9,10.166666666666666,2,3,0,0,115,14,-27457920.0,0,0,3,0
20530,30,4.5,22.75,5,3,0,3,90,6,-27411840.0,0,0,6,1
20531,29,4.6,18.166666666666668,5,2,0,3,205,13,-27439200.0,0,0,4,0
20533,26,4.6,15.666666666666666,5,3,0,0,95,0,-27473760.0,0,0,0,0
20534,32,4.2,18.833333333333332,5,3,0,3,160,0,-27482400.0,0,0,6,1
20536,21,4.5,20.583333333333332,4,3,0,0,130,5,-27462240.0,0,0,6,1
20537,26,5.0,19.666666666666668,5,3,1,0,110,14,-27470880.0,0,0,5,1
20538,38,4.3,21.25,2,1,0,0,165,10,-27452160.0,0,0,6,1
20539,32,3.8,19.833333333333332,1,1,1,0,200,4,-27466560.0,0,0,2,0
20540,28,4.6,22.25,0,1,1,0,110,1,-27469440.0,0,0,4,0
20541,33,4.8,22.416666666666668,0,2,0,3,135,11,-27446400.0,0,0,2,0
20542,35,4.8,19.166666666666668,4,1,1,0,190,5,-27486720.0,0,0,2,0
20544,29,4.8,9.916666666666666,2,2,1,3,95,15,-27452160.0,0,0,6,1
20545,34,4.8,9.416666666666666,3,3,1,3,125,10,-27443520.0,0,0,0,0
20546,33,5.0,0.0,4,0,1,0,125,9,-27413280.0,0,0,0,0
20547,30,4.4,21.333333333333332,4,2,0,0,42,13,-27469440.0,0,0,4,0
20548,25,4.6,17.75,3,1,1,0,100,4,-27450720.0,0,0,5,1
20549,27,4.9,8.833333333333334,3,0,0,3,85,6,-27455040.0,0,0,1,0
20550,20,4.9,23.166666666666668,3,3,0,3,95,8,-27434880.0,0,0,1,0
20551,38,4.8,11.666666666666666,0,2,0,3,115,8,-27437760.0,0,0,3,0
20552,31,4.7,10.583333333333334,5,1,0,0,110,2,-27485280.0,0,0,1,0
20553,32,5.0,20.75,1,3,1,3,240,0,-27469440.0,0,0,4,0
20554,28,4.9,19.25,0,0,0,0,80,2,-27460800.0,0,0,5,1
20555,25,4.3,21.5,5,1,0,3,165,4,-27462240.0,0,0,6,1
20556,38,4.9,21.416666666666668,1,1,1,0,190,10,-27475200.0,0,0,1,0
20558,24,4.8,8.75,1,1,0,3,50,5,-27446400.0,0,0,2,0
20559,22,4.8,19.666666666666668,1,1,0,0,140,10,-27483840.0,0,0,0,0
20560,20,5.0,17.75,3,2,1,0,29,8,-27462240.0,0,0,6,1
20561,22,4.6,18.166666666666668,2,1,1,3,60,13,-27444960.0,0,0,1,0
20562,37,4.9,21.25,5,2,1,0,140,12,-27470880.0,0,0,5,1
20563,33,4.8,17.916666666666668,4,3,0,0,125,14,-27439200.0,0,0,4,0
20564,24,4.5,17.25,3,0,0,0,70,15,-27439200.0,0,0,4,0
20565,35,5.0,18.583333333333332,2,1,0,0,225,5,-27453600.0,0,0,0,0
20567,25,4.8,12.916666666666666,1,2,0,0,115,6,-27482400.0,0,0,6,1
20569,31,4.8,18.25,4,1,1,0,105,13,-27480960.0,0,0,5,1
20570,23,4.9,23.166666666666668,5,3,1,0,120,14,-27416160.0,0,0,2,0
20571,35,5.0,9.25,2,1,1,1,140,8,-27411840.0,0,0,6,1
20572,29,4.9,23.333333333333332,3,2,0,3,90,8,-27456480.0,0,0,2,0
20573,35,4.8,19.333333333333332,2,3,0,0,40,15,-27416160.0,0,0,2,0
20574,24,4.8,23.416666666666668,1,1,0,0,80,4,-27479520.0,0,0,4,0
20575,39,4.4,21.583333333333332,0,2,0,0,200,3,-27440640.0,0,0,5,1
20576,30,5.0,20.583333333333332,1,2,0,3,155,4,-27443520.0,0,0,0,0
20577,22,4.7,17.5,5,2,0,3,55,8,-27449280.0,0,0,4,0
20578,26,4.8,21.25,0,2,0,0,90,7,-27447840.0,0,0,3,0
20579,32,4.6,20.25,1,3,1,0,205,6,-27419040.0,0,0,4,0
20580,31,4.0,13.25,5,2,1,0,160,14,-27414720.0,0,0,1,0
20581,30,4.8,19.916666666666668,1,2,1,0,150,3,-27417600.0,0,0,3,0
20582,31,4.8,22.583333333333332,4,0,1,0,90,2,-27440640.0,0,0,5,1
20583,31,4.1,20.333333333333332,2,2,1,0,195,4,-27472320.0,0,0,6,1
20584,34,4.6,10.166666666666666,5,2,0,3,95,12,-27455040.0,0,0,1,0
20585,29,4.9,19.416666666666668,0,1,2,1,175,11,-27416160.0,0,0,2,0
20586,27,4.4,19.416666666666668,3,2,1,3,230,4,-27434880.0,0,0,1,0
20587,35,4.7,20.916666666666668,2,2,0,0,235,13,-27447840.0,0,0,3,0
20588,28,4.9,22.916666666666668,1,1,1,0,23,6,-27459360.0,0,0,4,0
20589,27,4.9,21.333333333333332,5,1,1,0,75,3,-27469440.0,0,0,4,0
20590,33,4.2,19.25,3,3,1,0,225,0,-27472320.0,0,0,6,1
20591,27,4.9,10.75,0,1,0,0,85,2,-27457920.0,0,0,3,0
20592,20,5.0,16.666666666666668,3,3,1,0,105,15,-27457920.0,0,0,3,0
20593,32,4.7,23.0,1,1,1,0,95,15,-27437760.0,0,0,3,0
20594,39,4.5,20.5,1,1,1,3,125,10,-27408960.0,0,0,4,0
20597,36,4.7,23.0,0,2,0,0,200,4,-27447840.0,0,0,3,0
20598,32,4.5,20.416666666666668,1,2,0,0,125,3,-27440640.0,0,0,5,1
20599,25,4.8,10.833333333333334,5,3,1,0,95,12,-27457920.0,0,0,3,0
20600,37,4.5,18.666666666666668,0,1,0,0,85,4,-27450720.0,0,0,5,1
20601,26,4.7,22.916666666666668,1,1,1,0,95,8,-27482400.0,0,0,6,1
20602,25,4.7,19.0,5,2,0,0,135,5,-27453600.0,0,0,0,0
20603,24,4.6,8.583333333333334,4,1,0,0,80,15,-27414720.0,0,0,1,0
20604,20,4.7,18.333333333333332,4,2,0,3,100,12,-27463680.0,0,0,0,0
20606,32,4.8,9.916666666666666,2,1,1,0,130,15,-27485280.0,0,0,1,0
20607,26,4.9,19.0,3,3,0,0,16,15,-27455040.0,0,0,1,0
20608,38,4.9,21.833333333333332,1,3,0,0,31,12,-27417600.0,0,0,3,0
20609,24,4.9,21.0,3,1,0,0,110,15,-27439200.0,0,0,4,0
20610,27,4.8,18.416666666666668,1,2,1,0,80,6,-27470880.0,0,0,5,1
20612,26,4.8,20.166666666666668,4,2,0,0,175,7,-27413280.0,0,0,0,0
20613,36,4.8,23.0,0,1,0,0,80,2,-27462240.0,0,0,6,1
20614,24,4.7,13.333333333333334,5,1,2,3,50,3,-27414720.0,0,0,1,0
20615,31,4.5,18.5,4,3,1,3,90,5,-27443520.0,0,0,0,0
20616,38,3.9,19.666666666666668,3,3,1,0,170,1,-27436320.0,0,0,2,0
20618,36,4.7,19.25,3,1,0,3,140,8,-27459360.0,0,0,4,0
20619,27,4.6,21.666666666666668,0,3,1,0,75,14,-27453600.0,0,0,0,0
20620,31,4.3,23.916666666666668,1,3,2,0,155,11,-27416160.0,0,0,2,0
20621,32,4.3,23.333333333333332,1,0,1,0,180,5,-27472320.0,0,0,6,1
20622,31,4.1,22.0,2,2,0,0,230,2,-27486720.0,0,0,2,0
20623,21,4.3,9.833333333333334,4,2,0,3,145,3,-27476640.0,0,0,2,0
20624,36,4.9,10.0,2,1,0,0,130,0,-27460800.0,0,0,5,1
20625,32,4.8,20.916666666666668,5,0,0,0,125,2,-27470880.0,0,0,5,1
20626,30,4.9,8.916666666666666,2,2,0,3,85,5,-27470880.0,0,0,5,1
20627,20,4.8,22.916666666666668,2,1,1,0,70,7,-27476640.0,0,0,2,0
20629,35,4.8,19.666666666666668,4,2,0,3,140,7,-27443520.0,0,0,0,0
20630,39,4.1,13.5,4,1,1,3,170,5,-27455040.0,0,0,1,0
20631,24,4.9,23.0,4,1,0,0,100,4,-27475200.0,0,0,1,0
20632,36,4.9,20.0,2,1,1,0,270,15,-27450720.0,0,0,5,1
20633,38,4.8,23.416666666666668,1,2,0,0,65,11,-27468000.0,0,0,3,0
20634,24,4.8,23.333333333333332,0,0,0,0,90,7,-27469440.0,0,0,4,0
20635,31,4.7,23.0,3,3,1,0,140,14,-27469440.0,0,0,4,0
20636,22,4.8,18.416666666666668,1,1,1,3,115,10,-27466560.0,0,0,2,0
20637,34,4.7,23.0,0,3,0,3,130,13,-27450720.0,0,0,5,1
20638,21,4.7,8.25,1,1,0,0,80,8,-27482400.0,0,0,6,1
20639,20,4.9,10.25,2,2,0,1,90,10,-27473760.0,0,0,0,0
20640,37,4.3,22.666666666666668,0,2,0,0,195,11,-27453600.0,0,0,0,0
20641,24,4.7,8.416666666666666,2,1,1,0,85,13,-27485280.0,0,0,1,0
20642,25,4.5,22.75,1,2,0,0,85,4,-27452160.0,0,0,6,1
20643,38,4.5,9.583333333333334,0,2,1,0,100,6,-27414720.0,0,0,1,0
20644,32,4.8,23.916666666666668,3,3,0,3,195,11,-27442080.0,0,0,6,1
20645,28,4.9,11.75,4,3,0,3,55,14,-27446400.0,0,0,2,0
20646,20,4.3,22.75,3,2,2,1,135,4,-27452160.0,0,0,6,1
20647,34,4.7,22.833333333333332,4,3,0,3,105,12,-27470880.0,0,0,5,1
20649,39,4.8,10.166666666666666,0,3,1,3,80,1,-27473760.0,0,0,0,0
20650,23,4.7,19.333333333333332,2,2,0,3,23,15,-27434880.0,0,0,1,0
20651,28,4.6,8.916666666666666,2,3,0,0,80,12,-27463680.0,0,0,0,0
20652,29,4.7,8.416666666666666,0,2,0,0,60,1,-27452160.0,0,0,6,1
20653,24,4.9,21.666666666666668,1,2,0,0,155,2,-27455040.0,0,0,1,0
20654,22,4.9,23.166666666666668,2,3,2,0,80,9,-27417600.0,0,0,3,0
20655,38,4.9,22.75,2,1,0,0,115,9,-27469440.0,0,0,4,0
20656,29,4.8,18.0,3,1,0,0,195,3,-27453600.0,0,0,0,0
20657,35,4.9,9.25,2,1,1,0,50,5,-27470880.0,0,0,5,1
20658,28,4.5,11.166666666666666,1,0,2,0,240,15,-27434880.0,0,0,1,0
20659,39,4.7,20.833333333333332,1,3,2,0,230,13,-27472320.0,0,0,6,1
20660,31,4.6,17.666666666666668,4,3,0,0,215,12,-27466560.0,0,0,2,0
20661,34,4.9,20.666666666666668,4,3,0,0,235,14,-27482400.0,0,0,6,1
20662,26,4.5,19.583333333333332,4,1,1,0,180,10,-27456480.0,0,0,2,0
20663,28,5.0,20.0,4,3,0,0,140,10,-27434880.0,0,0,1,0
20664,33,3.5,19.833333333333332,4,3,0,3,175,15,-27410400.0,0,0,5,1
20665,21,4.9,22.75,1,0,1,0,55,12,-27455040.0,0,0,1,0
20666,36,4.8,11.916666666666666,3,1,2,0,185,6,-27414720.0,0,0,1,0
20667,24,5.0,19.583333333333332,2,2,0,3,245,10,-27447840.0,0,0,3,0
20669,24,4.8,13.833333333333334,0,2,0,0,75,14,-27457920.0,0,0,3,0
20670,37,4.7,11.25,0,2,0,0,145,8,-27460800.0,0,0,5,1
20671,33,4.4,19.583333333333332,0,2,0,0,190,8,-27462240.0,0,0,6,1
20672,25,4.6,18.916666666666668,3,3,0,0,85,14,-27437760.0,0,0,3,0
20673,33,4.5,20.25,4,1,1,0,210,0,-27483840.0,0,0,0,0
20675,22,4.9,21.333333333333332,3,3,0,0,75,3,-27442080.0,0,0,6,1
20676,36,4.8,23.666666666666668,4,3,1,3,125,0,-27413280.0,0,0,0,0
20677,26,4.5,20.416666666666668,4,3,1,0,140,12,-27483840.0,0,0,0,0
20678,35,4.7,22.25,2,2,1,1,135,13,-27419040.0,0,0,4,0
20679,38,3.7,20.833333333333332,2,3,1,0,170,3,-27416160.0,0,0,2,0
20680,35,4.2,21.916666666666668,5,3,1,0,165,14,-27468000.0,0,0,3,0
20681,21,4.3,21.25,3,2,1,0,170,10,-27456480.0,0,0,2,0
20683,33,5.0,21.416666666666668,1,2,0,0,28,6,-27473760.0,0,0,0,0
20684,25,4.6,20.583333333333332,0,1,1,0,125,4,-27419040.0,0,0,4,0
20685,26,4.2,14.75,5,2,0,0,165,3,-27485280.0,0,0,1,0
20687,23,5.0,10.75,5,2,0,0,17,11,-27452160.0,0,0,6,1
20688,23,4.9,8.833333333333334,3,2,0,0,75,12,-27476640.0,0,0,2,0
20689,31,4.8,20.583333333333332,0,1,0,0,130,8,-27456480.0,0,0,2,0
20690,26,4.8,18.916666666666668,1,1,0,0,150,0,-27480960.0,0,0,5,1
20691,20,4.8,21.666666666666668,5,2,1,0,105,4,-27478080.0,0,0,3,0
20693,33,4.9,23.583333333333332,2,3,1,1,125,15,-27483840.0,0,0,0,0
20695,35,5.0,19.666666666666668,4,2,1,0,185,6,-27470880.0,0,0,5,1
20696,24,4.6,12.333333333333334,4,2,0,3,95,2,-27460800.0,0,0,5,1
20697,34,4.8,23.5,3,3,2,0,105,14,-27447840.0,0,0,3,0
20698,38,4.2,23.75,2,1,0,0,180,8,-27450720.0,0,0,5,1
20699,31,4.1,10.416666666666666,4,1,1,0,155,10,-27443520.0,0,0,0,0
20700,20,4.9,8.833333333333334,4,2,1,3,50,2,-27434880.0,0,0,1,0
20701,22,4.6,17.583333333333332,5,0,0,0,125,7,-27442080.0,0,0,6,1
20702,33,4.0,19.25,0,3,0,0,31,11,-27482400.0,0,0,6,1
20703,20,4.9,19.25,0,2,0,0,145,2,-27434880.0,0,0,1,0
20704,38,4.6,17.416666666666668,4,2,1,0,130,8,-27482400.0,0,0,6,1
20705,33,4.8,12.5,3,3,0,0,125,4,-27460800.0,0,0,5,1
20707,21,4.9,19.416666666666668,5,2,0,0,180,15,-27462240.0,0,0,6,1
20708,27,4.7,20.166666666666668,2,2,1,0,180,8,-27446400.0,0,0,2,0
20709,24,4.9,17.916666666666668,0,1,1,0,110,14,-27444960.0,0,0,1,0
20710,38,4.5,10.166666666666666,3,2,0,3,125,8,-27452160.0,0,0,6,1
20711,38,4.5,8.833333333333334,3,2,1,0,75,2,-27414720.0,0,0,1,0
20712,31,4.7,23.333333333333332,3,3,1,3,50,3,-27463680.0,0,0,0,0
20713,34,5.0,22.583333333333332,5,1,0,0,145,6,-27455040.0,0,0,1,0
20714,21,5.0,15.166666666666666,1,3,0,0,110,7,-27463680.0,0,0,0,0
20715,24,4.7,13.75,3,3,0,0,70,5,-27460800.0,0,0,5,1
20716,27,4.7,17.75,4,2,0,0,110,6,-27473760.0,0,0,0,0
20717,35,4.2,18.5,0,1,0,0,205,9,-27444960.0,0,0,1,0
20718,26,4.9,19.25,3,1,0,0,140,9,-27463680.0,0,0,0,0
20719,38,4.5,23.666666666666668,3,0,1,0,105,8,-27472320.0,0,0,6,1
20720,20,4.6,17.916666666666668,2,2,0,0,95,0,-27434880.0,0,0,1,0
20721,35,4.8,22.333333333333332,1,2,0,3,115,11,-27440640.0,0,0,5,1
20722,39,5.0,21.333333333333332,2,3,0,0,130,9,-27440640.0,0,0,5,1
20723,38,5.0,14.416666666666666,0,3,0,0,180,0,-27408960.0,0,0,4,0
20724,39,4.8,23.833333333333332,3,1,1,0,115,14,-27440640.0,0,0,5,1
20725,38,4.0,10.833333333333334,1,2,1,0,125,1,-27446400.0,0,0,2,0
20726,21,2.7,22.5,0,2,1,0,205,0,-27416160.0,0,0,2,0
20727,20,4.6,18.75,1,0,2,0,50,3,-27446400.0,0,0,2,0
20728,22,4.2,9.75,5,2,0,3,85,7,-27449280.0,0,0,4,0
20729,25,4.5,10.666666666666666,1,3,0,0,140,14,-27414720.0,0,0,1,0
20730,27,4.9,20.666666666666668,4,0,1,3,130,2,-27483840.0,0,0,0,0
20731,30,4.7,19.333333333333332,2,3,0,3,95,15,-27472320.0,0,0,6,1
20732,26,4.8,9.5,2,1,0,3,90,12,-27476640.0,0,0,2,0
20733,39,4.6,23.0,3,3,0,3,145,7,-27413280.0,0,0,0,0
20734,27,4.9,20.0,3,1,0,0,80,7,-27472320.0,0,0,6,1
20735,22,4.8,23.583333333333332,4,3,0,0,120,1,-27480960.0,0,0,5,1
20736,20,4.6,19.916666666666668,5,3,0,0,200,10,-27466560.0,0,0,2,0
20737,22,4.5,21.833333333333332,0,1,0,3,80,6,-27470880.0,0,0,5,1
20738,32,3.9,21.0,3,3,1,0,190,10,-27456480.0,0,0,2,0
20739,27,4.5,0.0,5,2,0,0,85,2,-27446400.0,0,0,2,0
20740,28,4.1,19.75,3,1,0,3,210,10,-27475200.0,0,0,1,0
20741,21,4.9,10.0,1,2,0,0,65,10,-27455040.0,0,0,1,0
20742,33,4.6,8.333333333333334,3,3,0,3,145,9,-27479520.0,0,0,4,0
20743,27,4.8,19.916666666666668,3,2,0,0,125,5,-27452160.0,0,0,6,1
20744,36,4.9,22.5,3,3,0,0,115,0,-27442080.0,0,0,6,1
20745,20,5.0,16.416666666666668,3,3,1,0,90,6,-27434880.0,0,0,1,0
20746,33,4.6,18.5,3,2,1,3,115,2,-27460800.0,0,0,5,1
20747,24,4.9,15.583333333333334,4,2,0,3,115,4,-27411840.0,0,0,6,1
20748,22,4.8,23.833333333333332,0,1,0,0,120,11,-27478080.0,0,0,3,0
20749,29,5.0,21.833333333333332,3,1,1,0,190,4,-27456480.0,0,0,2,0
20750,21,4.8,19.166666666666668,0,2,1,0,85,5,-27436320.0,0,0,2,0
20751,37,4.6,14.916666666666666,2,2,1,0,150,2,-27473760.0,0,0,0,0
20752,38,4.6,8.25,1,1,2,0,145,2,-27479520.0,0,0,4,0
20753,22,4.3,17.583333333333332,5,1,1,0,175,6,-27486720.0,0,0,2,0
20754,30,4.9,10.416666666666666,3,2,0,0,80,3,-27414720.0,0,0,1,0
20755,31,4.9,15.0,3,3,1,0,140,11,-27479520.0,0,0,4,0
20756,33,4.7,11.416666666666666,3,2,0,3,150,12,-27457920.0,0,0,3,0
20758,37,4.9,17.416666666666668,0,3,0,0,140,0,-27442080.0,0,0,6,1
20759,28,5.0,15.833333333333334,4,1,1,3,17,10,-27452160.0,0,0,6,1
20760,35,4.3,20.5,5,2,0,0,170,6,-27437760.0,0,0,3,0
20761,24,4.6,11.416666666666666,5,3,1,0,115,9,-27485280.0,0,0,1,0
20762,25,4.7,21.5,0,3,0,0,24,3,-27437760.0,0,0,3,0
20763,31,4.6,20.75,5,1,0,3,225,10,-27478080.0,0,0,3,0
20764,27,4.0,18.916666666666668,4,1,0,3,165,13,-27475200.0,0,0,1,0
20765,24,4.9,18.75,1,3,0,0,150,10,-27480960.0,0,0,5,1
20767,28,4.8,19.0,0,2,1,3,125,1,-27469440.0,0,0,4,0
20768,27,5.0,17.166666666666668,2,3,0,0,85,9,-27455040.0,0,0,1,0
20769,25,4.7,21.916666666666668,5,3,1,0,160,8,-27470880.0,0,0,5,1
20770,35,4.8,10.25,0,2,0,0,85,14,-27443520.0,0,0,0,0
20771,38,4.7,17.583333333333332,1,3,2,0,105,9,-27485280.0,0,0,1,0
20772,28,5.0,18.583333333333332,5,2,0,0,120,8,-27466560.0,0,0,2,0
20774,23,4.9,19.833333333333332,1,1,0,0,120,3,-27452160.0,0,0,6,1
20775,28,4.6,17.833333333333332,3,2,0,3,185,2,-27472320.0,0,0,6,1
20776,29,5.0,21.916666666666668,0,2,1,0,215,1,-27469440.0,0,0,4,0
20777,36,3.8,19.916666666666668,3,2,0,0,170,3,-27480960.0,0,0,5,1
20778,27,4.9,23.916666666666668,4,1,1,3,80,8,-27442080.0,0,0,6,1
20779,32,4.8,21.25,1,0,0,0,125,1,-27436320.0,0,0,2,0
20780,29,2.6,22.666666666666668,2,0,0,0,170,2,-27475200.0,0,0,1,0
20781,35,4.0,20.5,0,1,0,3,165,2,-27443520.0,0,0,0,0
20782,35,4.6,22.5,3,2,0,0,110,14,-27410400.0,0,0,5,1
20783,27,4.6,15.166666666666666,4,1,0,3,130,9,-27473760.0,0,0,0,0
20784,29,4.9,8.583333333333334,5,0,0,0,85,1,-27437760.0,0,0,3,0
20786,22,4.6,15.75,0,2,2,3,110,5,-27476640.0,0,0,2,0
20787,35,3.4,22.75,4,3,0,0,165,9,-27416160.0,0,0,2,0
20789,37,4.7,20.583333333333332,1,3,0,3,145,10,-27449280.0,0,0,4,0
20791,23,5.0,10.916666666666666,5,0,0,0,75,6,-27468000.0,0,0,3,0
20792,33,4.9,18.166666666666668,1,0,1,0,135,15,-27417600.0,0,0,3,0
20793,29,5.0,20.5,5,2,1,3,135,9,-27437760.0,0,0,3,0
20794,29,4.9,17.25,5,2,0,3,145,9,-27470880.0,0,0,5,1
20795,25,4.7,21.0,0,2,0,0,115,1,-27447840.0,0,0,3,0
20796,27,4.9,18.916666666666668,0,3,0,0,215,10,-27456480.0,0,0,2,0
20798,36,4.2,21.666666666666668,5,2,0,0,210,10,-27410400.0,0,0,5,1
20799,36,4.9,18.833333333333332,4,3,1,3,100,6,-27475200.0,0,0,1,0
20800,21,5.0,22.0,5,2,0,3,240,6,-27442080.0,0,0,6,1
20801,28,5.0,22.0,2,2,2,0,165,0,-27466560.0,0,0,2,0
20802,25,4.9,11.333333333333334,2,0,0,0,100,7,-27473760.0,0,0,0,0
20803,28,4.9,21.416666666666668,0,2,0,3,95,1,-27447840.0,0,0,3,0
20804,30,4.0,17.166666666666668,4,1,0,3,33,2,-27408960.0,0,0,4,0
20805,21,4.8,18.0,2,0,0,0,135,12,-27483840.0,0,0,0,0
20806,31,5.0,23.333333333333332,3,3,2,3,125,4,-27450720.0,0,0,5,1
20807,24,4.6,23.916666666666668,4,2,0,0,60,8,-27457920.0,0,0,3,0
20808,22,4.6,15.166666666666666,1,3,1,0,130,0,-27446400.0,0,0,2,0
20809,21,4.2,22.833333333333332,4,1,0,0,145,7,-27452160.0,0,0,6,1
20810,35,4.6,18.333333333333332,4,2,2,0,150,0,-27456480.0,0,0,2,0
20811,26,4.5,21.166666666666668,0,2,1,3,150,7,-27447840.0,0,0,3,0
20812,22,4.9,23.666666666666668,2,2,1,0,70,3,-27466560.0,0,0,2,0
20813,26,4.8,18.833333333333332,2,3,1,0,150,7,-27410400.0,0,0,5,1
20814,20,4.9,13.416666666666666,2,3,2,0,140,3,-27470880.0,0,0,5,1
20815,27,4.9,14.666666666666666,1,1,2,0,115,4,-27414720.0,0,0,1,0
20816,20,4.6,19.583333333333332,3,2,0,3,16,9,-27436320.0,0,0,2,0
20817,37,4.4,19.5,2,2,1,0,210,12,-27442080.0,0,0,6,1
20818,29,5.0,12.0,3,0,0,0,110,14,-27485280.0,0,0,1,0
20819,21,4.6,21.916666666666668,1,3,0,3,140,12,-27414720.0,0,0,1,0
20820,20,5.0,11.75,3,2,1,0,60,8,-27440640.0,0,0,5,1
20821,39,4.2,21.916666666666668,0,2,1,0,195,9,-27475200.0,0,0,1,0
20822,26,4.7,19.333333333333332,4,1,0,3,125,4,-27485280.0,0,0,1,0
20823,25,4.7,11.916666666666666,3,3,1,3,90,4,-27460800.0,0,0,5,1
20824,28,4.7,20.833333333333332,5,3,1,0,110,5,-27416160.0,0,0,2,0
20825,35,3.3,23.916666666666668,1,3,2,0,165,9,-27469440.0,0,0,4,0
20826,31,4.7,19.166666666666668,1,2,0,3,210,5,-27419040.0,0,0,4,0
20827,34,4.9,13.416666666666666,5,1,0,2,140,3,-27411840.0,0,0,6,1
20828,24,4.9,20.333333333333332,1,2,0,0,130,4,-27455040.0,0,0,1,0
20829,36,4.0,9.583333333333334,1,3,1,0,155,10,-27434880.0,0,0,1,0
20830,35,4.9,23.416666666666668,3,2,1,0,140,4,-27444960.0,0,0,1,0
20831,24,4.9,18.25,5,3,1,3,105,4,-27453600.0,0,0,0,0
20832,23,4.2,19.916666666666668,3,3,0,0,165,1,-27480960.0,0,0,5,1
20833,34,4.3,20.833333333333332,2,2,0,0,170,4,-27479520.0,0,0,4,0
20834,35,3.5,20.333333333333332,1,1,1,0,190,0,-27466560.0,0,0,2,0
20835,24,4.7,21.25,0,3,0,0,215,5,-27459360.0,0,0,4,0
20836,25,4.9,18.333333333333332,1,3,1,0,11,13,-27485280.0,0,0,1,0
20837,37,4.7,18.75,0,2,0,0,150,8,-27439200.0,0,0,4,0
20838,30,4.7,22.166666666666668,2,1,1,3,115,13,-27439200.0,0,0,4,0
20839,26,5.0,22.666666666666668,4,1,1,0,90,5,-27434880.0,0,0,1,0
20840,31,4.8,9.583333333333334,4,2,0,3,65,15,-27452160.0,0,0,6,1
20841,24,4.6,22.416666666666668,1,3,1,0,75,11,-27466560.0,0,0,2,0
20842,32,4.9,11.583333333333334,4,1,1,0,110,4,-27449280.0,0,0,4,0
20843,22,4.9,21.75,2,3,0,0,32,12,-27470880.0,0,0,5,1
20844,22,4.8,18.833333333333332,5,3,0,0,130,14,-27439200.0,0,0,4,0
20845,38,4.3,9.333333333333334,1,2,1,0,125,3,-27468000.0,0,0,3,0
20847,37,4.1,9.333333333333334,2,2,0,0,155,4,-27440640.0,0,0,5,1
20848,22,4.6,23.666666666666668,5,1,2,0,105,8,-27419040.0,0,0,4,0
20849,27,4.0,8.5,5,0,0,0,90,15,-27440640.0,0,0,5,1
20850,37,4.8,11.25,1,2,2,1,210,15,-27485280.0,0,0,1,0
20851,34,4.0,14.166666666666666,3,3,1,0,160,5,-27470880.0,0,0,5,1
20853,23,4.0,19.25,0,3,0,3,180,8,-27443520.0,0,0,0,0
20854,28,4.6,19.166666666666668,4,2,0,0,145,8,-27475200.0,0,0,1,0
20855,39,4.5,23.166666666666668,1,2,0,3,135,0,-27442080.0,0,0,6,1
20856,36,4.1,17.25,1,2,1,3,205,4,-27410400.0,0,0,5,1
20857,26,5.0,17.583333333333332,4,2,0,0,140,9,-27443520.0,0,0,0,0
20858,32,4.6,17.333333333333332,1,1,0,0,210,11,-27439200.0,0,0,4,0
20859,37,5.0,12.833333333333334,4,2,2,0,145,0,-27452160.0,0,0,6,1
20861,21,4.7,19.25,5,1,1,3,150,9,-27444960.0,0,0,1,0
20862,36,4.6,17.333333333333332,1,2,2,3,140,12,-27470880.0,0,0,5,1
20863,23,4.7,11.75,0,1,0,0,80,8,-27473760.0,0,0,0,0
20864,37,4.8,14.666666666666666,3,0,1,0,22,10,-27443520.0,0,0,0,0
20865,31,4.8,18.416666666666668,0,3,0,0,95,15,-27482400.0,0,0,6,1
20866,33,4.8,18.333333333333332,1,3,0,0,75,2,-27437760.0,0,0,3,0
20868,21,4.9,13.666666666666666,3,1,0,0,140,10,-27485280.0,0,0,1,0
20869,22,4.3,20.75,2,1,0,0,185,14,-27462240.0,0,0,6,1
20870,39,4.8,19.75,5,1,0,0,125,10,-27443520.0,0,0,0,0
20871,29,4.8,17.5,2,3,0,3,95,8,-27478080.0,0,0,3,0
20872,21,4.9,21.416666666666668,5,3,1,3,75,12,-27463680.0,0,0,0,0
20873,23,4.8,20.0,0,0,0,0,75,10,-27470880.0,0,0,5,1
